Date (GMT) | ID    | Username             | Nick                                | Daily XP's | Total XP | Daily Fines Earned ($) | Total Fines Earned ($) | Daily Playing Time (hours) | Total Playing Time (hours) | Daily Driven Distance (km) | Total Driven Distance (km) | Daily Time Spent Chasing (hours) | Total Time Spent Chasing (hours) | Daily Driven Distance Chasing (km) | Total Driven Distance Chasing (km) | Daily Time Spent Speed Trapping (minutes) | Total Time Spent Speed Trapping (minutes) | Daily Roadblocks Placed | Total Roadblocks Placed
2025-04-18 | 40866 | 01alperen001         | RDP•Ali[COP]                        |         58 |  161,360 |                    162 |                461,330 |                          1 |                        803 |                         16 |                     42,394 |                                0 |                              319 |                                 12 |                             35,498 |                                         0 |                                       660 |                       0 |                       0
2025-04-18 | 45902 | dravens              | [COP] Eren                          |         54 |    3,753 |                      0 |                 13,169 |                          1 |                         24 |                         25 |                      1,352 |                                0 |                                6 |                                 18 |                                674 |                                         0 |                                         0 |                       0 |                       0
2025-04-18 | 45440 | buntidondo           | [PACT]A7med[COP]                    |         52 |   13,828 |                    300 |                 28,979 |                          3 |                        132 |                         39 |                      4,238 |                                1 |                               27 |                                  8 |                              2,324 |                                         0 |                                        46 |                       0 |                       0
2025-04-18 | 35566 | sakopl1              | [KTS]Sako[COP]                      |         40 |   32,937 |                      0 |                104,055 |                          0 |                        207 |                         19 |                     12,766 |                                0 |                               63 |                                 11 |                              6,705 |                                         0 |                                         0 |                       0 |                       0
2025-04-18 | 40263 | subuwu               | [COP]FF14                           |         28 |    7,221 |                    300 |                 25,354 |                          0 |                         53 |                          3 |                      2,848 |                                0 |                               13 |                                  3 |                              1,330 |                                         0 |                                        29 |                       0 |                       0
2025-04-18 | 31914 | davidslv             | [COP] Supreme                       |         22 |   40,291 |                      0 |                173,728 |                          0 |                        247 |                         15 |                     12,054 |                                0 |                               82 |                                  8 |                              6,971 |                                         0 |                                       360 |                       0 |                       0
2025-04-18 | 44045 | sirac.54_            | RDP•Muffin[COP]                     |          0 |   83,405 |                      0 |                374,324 |                          0 |                        386 |                          0 |                     19,033 |                                0 |                              151 |                                  0 |                             14,777 |                                         0 |                                       480 |                       0 |                       0
2025-04-18 | 11154 | Boypower             | [TC]›BP‹[COP]                       |          0 |  140,714 |                      0 |                723,006 |                          0 |                      1,602 |                          0 |                     38,133 |                                0 |                              243 |                                  0 |                             26,234 |                                         0 |                                        32 |                       0 |                       0
2025-04-18 | 26335 | elvisiseverywhere    | newLEAF [COP]                       |          0 |   50,345 |                      0 |                 70,012 |                          0 |                        216 |                          0 |                     12,686 |                                0 |                               77 |                                  0 |                              7,155 |                                         0 |                                         0 |                       0 |                       0
2025-04-18 | 34434 | senna.0213           | Senna [COP]                         |          0 |   64,787 |                      0 |                189,462 |                          0 |                        295 |                          0 |                     19,025 |                                0 |                              113 |                                  0 |                             10,879 |                                         0 |                                       600 |                       0 |                       0
2025-04-18 | 36991 | forthe               | [COP]βчForT                         |          0 |   23,603 |                      0 |                 94,618 |                          1 |                        127 |                          3 |                      5,300 |                                0 |                               44 |                                  0 |                              4,377 |                                         0 |                                         0 |                       0 |                       0
2025-04-18 | 29873 | shiloh01             | RDP•Yazed[COP]                      |          0 |   44,986 |                      0 |                126,616 |                          0 |                        325 |                          0 |                     11,018 |                                0 |                               85 |                                  0 |                              8,439 |                                         0 |                                       720 |                       0 |                       0
2025-04-18 | 44123 | kaelo_fx             | [COP]TourGSP                        |          0 |   23,318 |                      0 |                157,284 |                          0 |                        206 |                          5 |                     10,163 |                                0 |                               49 |                                  1 |                              3,615 |                                         0 |                                        57 |                       0 |                       0
2025-04-18 | 40908 | aow                  | dﾞ[COP]ﾏ`aow                        |          0 |    9,749 |                      0 |                 18,834 |                          1 |                         47 |                         18 |                      2,974 |                                0 |                               16 |                                 16 |                              1,772 |                                         0 |                                         9 |                       0 |                       0
2025-04-18 | 25995 | gorkema67            | [COP] -dr                           |          0 |   10,151 |                      0 |                 39,926 |                          0 |                         60 |                          0 |                      2,601 |                                0 |                               15 |                                  0 |                              1,402 |                                         0 |                                        12 |                       0 |                       0
-----------+-------+----------------------+-------------------------------------+------------+----------+------------------------+------------------------+----------------------------+----------------------------+----------------------------+----------------------------+----------------------------------+----------------------------------+------------------------------------+------------------------------------+-------------------------------------------+-------------------------------------------+-------------------------+------------------------
2025-04-19 | 42332 | ozanerkaya           | [LOS] Boom [COP]                    |      1,155 |   58,704 |                  3,587 |                210,502 |                          4 |                        237 |                        265 |                     14,311 |                                2 |                              107 |                                200 |                             11,323 |                                         0 |                                        20 |                       0 |                       0
2025-04-19 | 42979 | firatrobert_07       | [PACT]Robert[COP]                   |      1,142 |   67,320 |                  5,459 |                335,203 |                          4 |                        272 |                        277 |                     16,424 |                                2 |                              128 |                                232 |                             13,034 |                                         0 |                                        60 |                       0 |                       0
2025-04-19 | 28938 | speeddemonn          | RDP•Speed![COP]                     |        906 |  180,984 |                  4,747 |                670,285 |                          4 |                        732 |                        278 |                     45,513 |                                2 |                              333 |                                181 |                             34,926 |                                         0 |                                       360 |                       0 |                       0
2025-04-19 | 35236 | ludo99               | [CSR] ludo [COP]                    |        720 |   87,603 |                  2,980 |                312,638 |                          4 |                        597 |                        217 |                     24,396 |                                2 |                              182 |                                124 |                             17,502 |                                         0 |                                       120 |                       0 |                       0
2025-04-19 | 40652 | davidr96pl           | [COP] D. Avv                        |        719 |   11,989 |                  2,048 |                 46,765 |                          4 |                         61 |                        216 |                      3,674 |                                1 |                               19 |                                 88 |                              1,789 |                                         0 |                                        57 |                       0 |                       0
2025-04-19 | 35257 | inacio_block         | VM.Thunder[COP]                     |        634 |  145,102 |                  1,905 |                365,368 |                          3 |                        592 |                        150 |                     35,589 |                                1 |                              268 |                                 80 |                             24,125 |                                         0 |                                       480 |                       0 |                       0
2025-04-19 | 39867 | racing101            | SMOKEY [COP]                        |        610 |  121,736 |                  3,673 |                590,979 |                          3 |                        481 |                        171 |                     32,973 |                                1 |                              240 |                                111 |                             24,102 |                                         0 |                                       240 |                       0 |                       0
2025-04-19 | 23031 | ali_dk               | !mEYSAM [COP]                       |        516 |  295,309 |                  1,787 |                925,674 |                          3 |                      1,549 |                        149 |                     72,422 |                                1 |                              517 |                                 83 |                             45,224 |                                         0 |                                     1,320 |                       0 |                       0
2025-04-19 | 21218 | khaledalshihry       | VM.K3s[COP]                         |        456 |  337,248 |                  2,020 |              1,251,925 |                          1 |                      1,564 |                         57 |                     76,165 |                                1 |                              627 |                                 48 |                             60,908 |                                         0 |                                     1,380 |                       0 |                       0
2025-04-19 | 45440 | buntidondo           | [PACT]A7med[COP]                    |        286 |   14,114 |                    172 |                 29,151 |                          6 |                        138 |                        107 |                      4,345 |                                0 |                               27 |                                 53 |                              2,377 |                                         0 |                                        46 |                       0 |                       0
2025-04-19 | 25995 | gorkema67            | [COP] -dr                           |        272 |   10,423 |                    723 |                 40,649 |                          2 |                         62 |                         71 |                      2,672 |                                1 |                               16 |                                 61 |                              1,463 |                                         0 |                                        12 |                       0 |                       0
2025-04-19 | 44109 | zoniix               | [PACT]artzs[COP]                    |        266 |    9,767 |                    698 |                 27,330 |                          2 |                         50 |                         75 |                      2,676 |                                1 |                               15 |                                 48 |                              1,476 |                                         0 |                                         5 |                       0 |                       0
2025-04-19 | 36957 | filpous              | [COP]sometropicnuts                 |        265 |   10,314 |                    718 |                 22,754 |                          0 |                         48 |                         60 |                      3,049 |                                0 |                               17 |                                 35 |                              1,681 |                                         0 |                                       180 |                       0 |                       0
2025-04-19 | 46087 | yetkinbaba           | RLPD•Lancer[COP]                    |        256 |   57,750 |                    243 |                196,982 |                          0 |                        278 |                         31 |                     11,362 |                                0 |                               94 |                                 29 |                              8,883 |                                         0 |                                       300 |                       0 |                       0
2025-04-19 | 26082 | 1993s14              | [COP]1993s14                        |        240 |   48,402 |                    140 |                114,352 |                          1 |                        258 |                         71 |                     12,256 |                                0 |                               82 |                                 31 |                              6,965 |                                         0 |                                       420 |                       0 |                       0
2025-04-19 | 36991 | forthe               | [COP]βчForT                         |        214 |   23,817 |                  1,090 |                 95,708 |                          1 |                        128 |                         44 |                      5,344 |                                0 |                               44 |                                 31 |                              4,408 |                                         0 |                                         0 |                       0 |                       0
2025-04-19 | 44123 | kaelo_fx             | [COP]TourGSP                        |        196 |   23,514 |                    806 |                158,090 |                          1 |                        207 |                         72 |                     10,237 |                                1 |                               50 |                                 37 |                              3,652 |                                         0 |                                        57 |                       0 |                       0
2025-04-19 | 3895  | Piggy501             | [TC]›Nick‹[COP]                     |        176 |  180,212 |                    874 |                891,087 |                          1 |                      1,762 |                         21 |                     31,671 |                                0 |                              251 |                                 17 |                             22,467 |                                         0 |                                       120 |                       0 |                       0
2025-04-19 | 32486 | x t                  | xт [COP]                            |        146 |  209,882 |                      0 |                495,733 |                          0 |                      1,197 |                         43 |                     46,900 |                                0 |                              413 |                                 41 |                             37,702 |                                         0 |                                        38 |                       0 |                       0
2025-04-19 | 40242 | astraxan             | [COP]ANATOLI                        |        142 |   62,637 |                    563 |                325,939 |                          1 |                        253 |                        129 |                     16,097 |                                1 |                              123 |                                123 |                             13,133 |                                         0 |                                        12 |                       0 |                       0
2025-04-19 | 22662 | bowler               | [PACT]ginge[COP]                    |        138 |  726,912 |                    408 |              2,445,868 |                          1 |                      5,812 |                         42 |                    136,785 |                                0 |                              945 |                                 33 |                             91,432 |                                         0 |                                     1,380 |                       0 |                       0
2025-04-19 | 31598 | spankyjack3          | RLPD•JACK[COP]                      |        112 |   17,390 |                    170 |                 43,947 |                          1 |                        112 |                         42 |                      6,546 |                                1 |                               27 |                                 24 |                              2,618 |                                         0 |                                       300 |                       0 |                       0
2025-04-19 | 46757 | snst                 | az [COP]                            |        104 |      132 |                    120 |                    120 |                          1 |                          1 |                         36 |                         51 |                                0 |                                0 |                                 16 |                                 19 |                                         0 |                                         0 |                       0 |                       0
2025-04-19 | 34434 | senna.0213           | Senna [COP]                         |         97 |   64,884 |                    814 |                190,276 |                          0 |                        296 |                         51 |                     19,080 |                                0 |                              113 |                                 21 |                             10,900 |                                         0 |                                       600 |                       0 |                       0
2025-04-19 | 44045 | sirac.54_            | RDP•Muffin[COP]                     |         96 |   83,501 |                      0 |                374,324 |                          1 |                        387 |                         35 |                     19,069 |                                0 |                              151 |                                 25 |                             14,804 |                                         0 |                                       480 |                       0 |                       0
2025-04-19 | 12477 | mikebez              | [TC]›Bez‹[COP]                      |         92 |   91,873 |                    329 |                563,226 |                          1 |                      1,395 |                         29 |                     21,759 |                                0 |                              134 |                                 13 |                             14,449 |                                         0 |                                       360 |                       0 |                       0
2025-04-19 | 40818 | dmrzn                | [6S] Dmrzn [COP]                    |         85 |  133,400 |                    300 |                453,127 |                          1 |                        574 |                         31 |                     29,339 |                                1 |                              245 |                                 28 |                             24,696 |                                         0 |                                        60 |                       0 |                       0
2025-04-19 | 41297 | mrjoao007            | [COP] MONTANELAS                    |         84 |   15,661 |                    650 |                 73,989 |                          1 |                         52 |                         13 |                      3,498 |                                0 |                               26 |                                  8 |                              2,413 |                                         0 |                                        60 |                       0 |                       0
2025-04-19 | 11969 | Garypants            | [TC]›Carl‹[COP]                     |         83 |  452,460 |                    617 |              1,781,971 |                          2 |                      3,915 |                         56 |                     82,822 |                                0 |                              596 |                                 21 |                             58,679 |                                         0 |                                       240 |                       0 |                       0
2025-04-19 | 24859 | thuglife_            | RedﾉKaiku[COP]                      |         80 |   65,335 |                    487 |                185,341 |                          0 |                        471 |                         21 |                     12,232 |                                0 |                               88 |                                 21 |                              9,612 |                                         0 |                                       720 |                       0 |                       0
2025-04-19 | 41544 | yasso7up             | tBug [COP]                          |         46 |   87,237 |                      0 |                358,148 |                          0 |                        473 |                         23 |                     20,828 |                                0 |                              159 |                                  5 |                             15,080 |                                         0 |                                       600 |                       0 |                       0
2025-04-19 | 3245  | [OD]Jardim           | [COP] OK Jardim                     |         38 |  379,711 |                    120 |                908,676 |                          0 |                      3,607 |                         55 |                     91,202 |                                0 |                              684 |                                 16 |                             68,771 |                                         0 |                                         7 |                       0 |                       0
2025-04-19 | 31311 | zgrywus1908          | RDP•Zgr[COP]                        |         18 |  123,214 |                    520 |                366,207 |                          0 |                        759 |                         31 |                     46,477 |                                0 |                              240 |                                  4 |                             26,456 |                                         0 |                                       180 |                       0 |                       0
2025-04-19 | 45902 | dravens              | [COP] Eren                          |          0 |    3,753 |                      0 |                 13,249 |                          0 |                         24 |                          0 |                      1,356 |                                0 |                                6 |                                  0 |                                675 |                                         0 |                                         0 |                       0 |                       0
2025-04-19 | 30184 | junioreyizz          | hib[COP]                            |          0 |   76,452 |                      0 |                236,195 |                          0 |                        348 |                          0 |                     18,602 |                                0 |                              146 |                                  0 |                             14,396 |                                         0 |                                        60 |                       0 |                       0
2025-04-19 | 30580 | dezign               | RDP•Robis [COP]                     |          0 |  170,835 |                      0 |                546,255 |                          1 |                        809 |                          6 |                     41,120 |                                0 |                              331 |                                  0 |                             31,448 |                                        60 |                                       840 |                       0 |                       0
2025-04-19 | 40866 | 01alperen001         | RDP•Ali[COP]                        |          0 |  161,376 |                      0 |                461,330 |                          0 |                        803 |                          0 |                     42,402 |                                0 |                              319 |                                  0 |                             35,501 |                                         0 |                                       660 |                       0 |                       0
2025-04-19 | 44868 | gamerzz_tr           | [COP] Nash                          |          0 |    9,776 |                      0 |                 46,911 |                          0 |                         70 |                          0 |                      2,751 |                                0 |                               17 |                                  0 |                              1,353 |                                         0 |                                        44 |                       0 |                       0
2025-04-19 | 1238  | Rascar13             | [TC]›Ras‹[COP]                      |          0 |  159,806 |                     30 |                755,658 |                          0 |                      3,934 |                         33 |                     44,090 |                                0 |                              281 |                                 14 |                             26,276 |                                         0 |                                       660 |                       0 |                       0
-----------+-------+----------------------+-------------------------------------+------------+----------+------------------------+------------------------+----------------------------+----------------------------+----------------------------+----------------------------+----------------------------------+----------------------------------+------------------------------------+------------------------------------+-------------------------------------------+-------------------------------------------+-------------------------+------------------------
2025-04-20 | 12477 | mikebez              | [TC]›Bez‹[COP]                      |      1,275 |   93,148 |                  4,687 |                567,913 |                          6 |                      1,401 |                        393 |                     22,152 |                                2 |                              136 |                                234 |                             14,683 |                                         0 |                                       360 |                       0 |                       0
2025-04-20 | 40652 | davidr96pl           | [COP] D. Avv                        |        867 |   12,856 |                  2,564 |                 49,329 |                          6 |                         67 |                        277 |                      3,956 |                                1 |                               20 |                                114 |                              1,903 |                                         0 |                                        57 |                       0 |                       0
2025-04-20 | 31311 | zgrywus1908          | RDP•Zgr[COP]                        |        825 |  124,039 |                  4,762 |                370,969 |                          5 |                        764 |                        348 |                     46,830 |                                2 |                              242 |                                147 |                             26,603 |                                         0 |                                       180 |                       0 |                       0
2025-04-20 | 3245  | [OD]Jardim           | [COP] OK Jardim                     |        767 |  380,546 |                  1,222 |                910,119 |                          3 |                      3,611 |                        235 |                     91,441 |                                1 |                              685 |                                167 |                             68,942 |                                         0 |                                         7 |                       0 |                       0
2025-04-20 | 30172 | robo1990             | ROBO™[COP]                          |        620 |  459,608 |                  1,127 |              1,195,251 |                          3 |                      2,324 |                        159 |                    111,452 |                                2 |                              918 |                                133 |                             89,071 |                                         0 |                                        45 |                       0 |                       0
2025-04-20 | 28938 | speeddemonn          | RDP•Speed![COP]                     |        548 |  181,532 |                  2,361 |                672,646 |                          2 |                        734 |                        126 |                     45,642 |                                1 |                              334 |                                 90 |                             35,016 |                                         0 |                                       360 |                       0 |                       0
2025-04-20 | 40242 | astraxan             | [COP]ANATOLI                        |        456 |   63,245 |                  2,167 |                329,106 |                          3 |                        256 |                        155 |                     16,257 |                                1 |                              124 |                                116 |                             13,252 |                                         0 |                                        12 |                       0 |                       0
2025-04-20 | 36991 | forthe               | [COP]βчForT                         |        413 |   24,262 |                  3,588 |                 99,296 |                          4 |                        133 |                        152 |                      5,498 |                                1 |                               45 |                                 79 |                              4,488 |                                         0 |                                         0 |                       0 |                       0
2025-04-20 | 46087 | yetkinbaba           | RLPD•Lancer[COP]                    |        396 |   58,194 |                    403 |                197,385 |                          2 |                        280 |                         70 |                     11,436 |                                1 |                               95 |                                 61 |                              8,947 |                                         0 |                                       300 |                       0 |                       0
2025-04-20 | 44045 | sirac.54_            | RDP•Muffin[COP]                     |        332 |   83,833 |                    677 |                375,001 |                          1 |                        388 |                         49 |                     19,122 |                                1 |                              152 |                                 42 |                             14,849 |                                         0 |                                       480 |                       0 |                       0
2025-04-20 | 23031 | ali_dk               | !mEYSAM [COP]                       |        314 |  295,623 |                    927 |                926,601 |                          3 |                      1,552 |                        114 |                     72,539 |                                1 |                              518 |                                 69 |                             45,293 |                                         0 |                                     1,320 |                       0 |                       0
2025-04-20 | 36957 | filpous              | [COP]sometropicnuts                 |        232 |   10,546 |                    877 |                 23,631 |                          1 |                         49 |                         69 |                      3,121 |                                0 |                               17 |                                 37 |                              1,718 |                                         0 |                                       180 |                       0 |                       0
2025-04-20 | 31914 | davidslv             | [COP] Supreme                       |        192 |   40,483 |                  1,870 |                175,598 |                          1 |                        249 |                         70 |                     12,124 |                                0 |                               82 |                                 33 |                              7,004 |                                         0 |                                       360 |                       0 |                       0
2025-04-20 | 35236 | ludo99               | [CSR] ludo [COP]                    |        146 |   87,749 |                  1,014 |                313,652 |                          2 |                        599 |                        122 |                     24,522 |                                0 |                              182 |                                 15 |                             17,518 |                                         0 |                                       120 |                       0 |                       0
2025-04-20 | 44123 | kaelo_fx             | [COP]TourGSP                        |        144 |   23,658 |                    786 |                158,876 |                          1 |                        208 |                         43 |                     10,280 |                                0 |                               50 |                                 20 |                              3,672 |                                         0 |                                        57 |                       0 |                       0
2025-04-20 | 45458 | nopixel211           | [COP]Leonidász:3                    |        137 |    7,388 |                      0 |                 25,197 |                          1 |                         37 |                         43 |                      2,396 |                                0 |                               13 |                                 36 |                              1,317 |                                         0 |                                         6 |                       0 |                       0
2025-04-20 | 25995 | gorkema67            | [COP] -dr                           |        132 |   10,555 |                    629 |                 41,278 |                          1 |                         63 |                         47 |                      2,724 |                                0 |                               16 |                                 11 |                              1,474 |                                         0 |                                        12 |                       0 |                       0
2025-04-20 | 43444 | slyvute              | [PACT] Trax [COP]                   |        120 |   23,207 |                      0 |                 81,061 |                          0 |                        141 |                         35 |                      6,653 |                                0 |                               42 |                                 19 |                              4,043 |                                         0 |                                        15 |                       0 |                       0
2025-04-20 | 39867 | racing101            | SMOKEY [COP]                        |         88 |  121,868 |                    349 |                591,328 |                          1 |                        482 |                         42 |                     33,023 |                                1 |                              241 |                                 21 |                             24,128 |                                         0 |                                       240 |                       0 |                       0
2025-04-20 | 23496 | p.h.d_gonapus        | [COP]BIGI USA                       |         54 |   49,592 |                    285 |                176,744 |                          0 |                        226 |                         22 |                      6,990 |                                0 |                               54 |                                 15 |                              5,055 |                                         0 |                                         9 |                       0 |                       0
2025-04-20 | 33219 | ines1                | [COP] KUTX                          |         14 |    5,187 |                      0 |                 23,421 |                          0 |                         22 |                          9 |                      1,313 |                                0 |                                9 |                                  7 |                                929 |                                         0 |                                         9 |                       0 |                       0
2025-04-20 | 46318 | nortaf007            | ηgμｫnort[COP]                       |          0 |    1,570 |                      0 |                  3,247 |                          1 |                         35 |                         11 |                        801 |                                0 |                                2 |                                  0 |                                159 |                                         0 |                                       240 |                       0 |                       0
2025-04-20 | 46757 | snst                 | az [COP]                            |          0 |      158 |                      0 |                    120 |                          0 |                          1 |                          9 |                         66 |                                0 |                                0 |                                  0 |                                 21 |                                         0 |                                         0 |                       0 |                       0
2025-04-20 | 45440 | buntidondo           | [PACT]A7med[COP]                    |          0 |   14,114 |                      0 |                 29,151 |                          0 |                        138 |                          0 |                      4,345 |                                0 |                               27 |                                  0 |                              2,377 |                                         0 |                                        46 |                       0 |                       0
2025-04-20 | 41889 | eymen75              | [COP] Emre Bulut                    |          0 |   22,936 |                      0 |                 84,436 |                          0 |                        198 |                          0 |                      8,615 |                                0 |                               39 |                                  0 |                              3,656 |                                         0 |                                       180 |                       0 |                       0
